OPR_DATE,HOUR_ENDING,LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,LOADING_MW_FORECAST_CAISO,LOADING_MW_FORECAST_PGE,LOADING_MW_FORECAST_SCE,LOADING_MW_FORECAST_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,DA_LMP_PGE_NP15
07/08/2020 ,18,36415,16434,17003,2657,36568.19,16265.26,17220.38,2761,3.65,2.95,27.51
07/08/2020 ,19,36437,16795,16588,2726,36923.53,16789.27,16940.42,2875,3.65,2.95,32.42
07/08/2020 ,20,35352,16532,15795,2703,35999.84,16673.13,16099.42,2915,3.65,2.95,49.7
07/08/2020 ,21,33944,15862,15087,2681,34735.26,16025.04,15569.59,2836,3.65,2.95,39.68
07/08/2020 ,22,32174,15049,14254,2567,33181.15,15303.95,14861.08,2716,3.65,2.95,33.3
07/08/2020 ,23,29504,13776,13077,2360,30417.42,14000.28,13624.06,2505,3.65,2.95,25.97
07/08/2020 ,24,26998,12614,11937,2166,27597.53,12679.93,12359.73,2272,3.65,2.95,23.22
07/09/2020 ,1,25106,11767,11003,2060,25765.76,11790.77,11550.56,2152,3.66,3.03,21.06
07/09/2020 ,2,23845,11178,10439,1958,24077.5,11013.29,10754.91,2041,3.66,3.03,22.1
07/09/2020 ,3,23023,10808,10049,1900,23054.74,10599.13,10225.16,1964,3.66,3.03,20.56
07/09/2020 ,4,22608,10630,9839,1874,22507.78,10421.19,9902.38,1917,3.66,3.03,19.67
07/09/2020 ,5,22785,10709,9908,1901,22513.96,10464,9852.15,1931,3.66,3.03,20.71
07/09/2020 ,6,23503,11066,10200,1966,23293.47,10875.08,10135.16,2014,3.66,3.03,22.65
07/09/2020 ,7,24327,11481,10530,2043,24101.48,11263.84,10476.76,2091,3.66,3.03,24.14
07/09/2020 ,8,25209,11938,10929,2072,24986.21,11621.49,10953.85,2142,3.66,3.03,17.68
07/09/2020 ,9,25740,12087,11373,2010,25480.94,11676.39,11404.96,2125,3.66,3.03,14.45
07/09/2020 ,10,26107,12103,11831,1893,26085.56,11770.53,12000.44,2034,3.66,3.03,16.49
07/09/2020 ,11,26853,12192,12501,1876,26773.74,11874.4,12616.87,1995,3.66,3.03,17.71
07/09/2020 ,12,27932,12419,13318,1908,27886.51,12159.99,13422.07,2014,3.66,3.03,20.86
07/09/2020 ,13,29458,12946,14241,1978,29319.53,12638.64,14322.69,2067,3.66,3.03,26.06
07/09/2020 ,14,31404,13796,15230,2075,31095.71,13366.43,15291.32,2143,3.66,3.03,26.3
07/09/2020 ,15,33344,14675,16163,2195,32951.99,14217.87,16203.06,2232,3.66,3.03,29.31
07/09/2020 ,16,35267,15659,16925,2365,34810.86,15134.33,16999.84,2364,3.66,3.03,28.36
07/09/2020 ,17,36839,16565,17411,2546,36332.59,15963.16,17543.17,2510,3.66,3.03,29.86
07/09/2020 ,18,38004,17331,17611,2743,37644.51,16823.78,17755.53,2744,3.66,3.03,32.09
07/09/2020 ,19,38264,17758,17362,2822,37961.69,17325.1,17469.83,2846,3.66,3.03,39.93
07/09/2020 ,20,37252,17543,16591,2804,37053.28,17232.26,16656.26,2852,3.66,3.03,61.65
07/09/2020 ,21,35623,16810,15741,2769,35674.36,16658.88,15915.88,2799,3.66,3.03,42.87
07/09/2020 ,22,33654,15932,14771,2658,34044.14,15941.19,15105.81,2707,3.66,3.03,34.76
07/09/2020 ,23,30888,14586,13559,2461,31240.57,14604.74,13844.86,2508,3.66,3.03,27.8
07/09/2020 ,24,28231,13376,12338,2243,28428.57,13317.92,12555.85,2278,3.66,3.03,24.07
07/10/2020 ,1,26455,12649,11399,2138,26209.2,12530.55,11262.74,2134,3.71,3.27,22.62
07/10/2020 ,2,25143,12113,10712,2054,24585.43,11757.07,10530.69,2022,3.71,3.27,22.99
07/10/2020 ,3,24067,11598,10234,1974,23448.68,11194.78,10038.75,1943,3.71,3.27,20.33
07/10/2020 ,4,23323,11152,9980,1933,22834.39,10908.87,9755.28,1901,3.71,3.27,20.02
07/10/2020 ,5,23269,11033,10035,1944,22837.28,10881.07,9775.53,1911,3.71,3.27,21.97
07/10/2020 ,6,23885,11340,10297,1989,23553.24,11215.85,10084.49,1978,3.71,3.27,23.07
07/10/2020 ,7,24631,11740,10567,2062,24392.57,11578.34,10492.92,2044,3.71,3.27,27.35
07/10/2020 ,8,25448,12045,11021,2114,25395.09,11952.43,11059.89,2108,3.71,3.27,20.93
07/10/2020 ,9,26084,12204,11492,2113,26197.12,12190.73,11648.68,2095,3.71,3.27,18.15
07/10/2020 ,10,26861,12371,12112,2094,26888.22,12308.5,12278.68,2033,3.71,3.27,19.44
07/10/2020 ,11,28068,12696,12953,2126,27924.82,12545.81,13046.04,2058,3.71,3.27,21.02
07/10/2020 ,12,29694,13173,14037,2186,29321.1,12990.53,13922.3,2123,3.71,3.27,24.14
07/10/2020 ,13,31674,13805,15239,2326,31024.05,13558.18,14983.73,2194,3.71,3.27,27.01
07/10/2020 ,14,33959,14642,16519,2490,33142.37,14352.67,16197.01,2293,3.71,3.27,30.08
07/10/2020 ,15,36155,15484,17687,2671,35144.52,15146.22,17306.11,2386,3.71,3.27,30.51
07/10/2020 ,16,38140,16386,18587,2853,36805.48,15852.29,18111.17,2533,3.71,3.27,34.06
07/10/2020 ,17,39575,17226,19020,3014,38375.02,16704.07,18679.16,2674,3.71,3.27,32.55
07/10/2020 ,18,40422,17841,19070,3187,39302.83,17367.78,18706.52,2902,3.71,3.27,37.66
07/10/2020 ,19,40319,18075,18694,3221,39470.61,17743.41,18398.11,2995,3.71,3.27,48.14
07/10/2020 ,20,39166,17739,17959,3140,38193.07,17509.16,17422.67,2932,3.71,3.27,69.82
07/10/2020 ,21,37558,17021,17134,3084,36586.34,16817.91,16571.45,2876,3.71,3.27,46.4
07/10/2020 ,22,35597,16164,16166,2962,34915.02,16121,15677.95,2804,3.71,3.27,39.29
07/10/2020 ,23,32643,14863,14753,2732,32268.14,14958.93,14385.48,2625,3.71,3.27,31.5
07/10/2020 ,24,29796,13590,13412,2503,29533.48,13707.1,13135.41,2401,3.71,3.27,28.68
07/11/2020 ,1,27609,12636,12354,2339,27200.54,12218.92,12383.23,2320,3.73,3.15,24.66
07/11/2020 ,2,25885,11914,11493,2206,25445.82,11435.78,11549.11,2188,3.73,3.15,24.25
07/11/2020 ,3,24709,11422,10885,2135,24233.15,10944.05,10929.53,2089,3.73,3.15,24.03
07/11/2020 ,4,23876,11064,10480,2068,23347.42,10609.49,10463.17,2008,3.73,3.15,23.16
07/11/2020 ,5,23491,10928,10271,2028,22963.56,10403.29,10306.18,1988,3.73,3.15,22.63
07/11/2020 ,6,23356,10940,10168,1983,22885.98,10409.35,10235.93,1974,3.73,3.15,23.12
07/11/2020 ,7,23361,11012,10093,1989,22585.35,10342.9,10023.32,1950,3.73,3.15,24
07/11/2020 ,8,24131,11250,10520,2091,23182.77,10471.58,10471.75,1964,3.73,3.15,17.05
07/11/2020 ,9,25311,11608,11246,2180,23977.55,10683.56,11012.28,2006,3.73,3.15,13.43
07/11/2020 ,10,26801,12046,12234,2235,24865.9,10829.74,11720.59,2027,3.73,3.15,16.59
07/11/2020 ,11,28702,12578,13475,2351,25990.43,10927.68,12705.26,2061,3.73,3.15,19.77
07/11/2020 ,12,30601,12913,14869,2512,27720.75,11377.12,13916.31,2126,3.73,3.15,24.16
07/11/2020 ,13,32762,13548,16240,2659,29716.73,11972.21,15197.71,2241,3.73,3.15,25.93
07/11/2020 ,14,35044,14464,17452,2808,31869.19,12749.71,16446.35,2359,3.73,3.15,27.96
07/11/2020 ,15,37097,15420,18488,2864,33995.82,13604.37,17551.38,2518,3.73,3.15,28.51
07/11/2020 ,16,38990,16440,19192,3032,36100.21,14672.69,18382.2,2714,3.73,3.15,30.46
07/11/2020 ,17,40370,17314,19572,3154,37783.12,15667.33,18895.62,2890,3.73,3.15,32.03
07/11/2020 ,18,41207,18073,19520,3276,39037.11,16494.24,19113.1,3099,3.73,3.15,34.92
07/11/2020 ,19,41204,18449,19083,3332,39301.52,16949.24,18824.17,3194,3.73,3.15,46.73
07/11/2020 ,20,39978,18155,18216,3270,38413.23,16872.24,18055.61,3159,3.73,3.15,65.33
07/11/2020 ,21,38095,17294,17261,3213,36714.34,16249.94,17103.16,3046,3.73,3.15,51.66
07/11/2020 ,22,35866,16292,16208,3052,34922.52,15539.7,16115.46,2963,3.73,3.15,38.76
07/11/2020 ,23,32981,14945,14890,2845,32481.78,14490.39,14933.58,2764,3.73,3.15,29.97
07/11/2020 ,24,30183,13690,13593,2609,29935.63,13408.21,13702.27,2539,3.73,3.15,26.7
07/12/2020 ,1,27851,12680,12495,2393,28223.14,12787.38,12704.88,2441,3.73,3.15,23.83
07/12/2020 ,2,26152,12055,11586,2234,26365.55,11995.2,11794,2294,3.73,3.15,23.91
07/12/2020 ,3,24929,11603,10928,2124,25103.36,11502.01,11144.7,2180,3.73,3.15,22.91
07/12/2020 ,4,23958,11181,10433,2072,24118.68,11082.12,10671.37,2092,3.73,3.15,21.87
07/12/2020 ,5,23398,10967,10128,2032,23599.51,10876.83,10401.56,2048,3.73,3.15,22.61
07/12/2020 ,6,23039,10862,9896,2010,23518.17,10862.04,10332.35,2051,3.73,3.15,22.37
07/12/2020 ,7,22638,10708,9675,1982,23229.94,10841.12,10122.67,1991,3.73,3.15,19.92
07/12/2020 ,8,22893,10685,9929,2000,23663.48,10975.05,10375.83,2035,3.73,3.15,8.07
07/12/2020 ,9,23974,10949,10702,2035,24321.19,11102.93,10827.28,2103,3.73,3.15,6.43
07/12/2020 ,10,25439,11268,11751,2121,25009.56,11257.8,11319.56,2135,3.73,3.15,11.62
07/12/2020 ,11,27365,11692,13119,2244,26582.96,11565.34,12484.74,2226,3.73,3.15,16.3
07/12/2020 ,12,29637,12267,14661,2389,28497.93,11966.07,13877.33,2342,3.73,3.15,21.8
07/12/2020 ,13,32000,13089,16032,2549,30484.47,12425.79,15260.78,2478,3.73,3.15,24.99
07/12/2020 ,14,34126,13889,17221,2679,32718.05,13137.58,16614.71,2642,3.73,3.15,27.07
07/12/2020 ,15,36259,14947,18154,2816,35033.05,14081.34,17818.62,2805,3.73,3.15,27.47
07/12/2020 ,16,38228,16002,18917,2963,37122.57,15061.39,18750.83,2981,3.73,3.15,28.93
07/12/2020 ,17,39795,16944,19359,3142,38769.07,16017.38,19277.79,3146,3.73,3.15,31.6
07/12/2020 ,18,41051,17792,19561,3349,40105.33,16967.32,19501.45,3301,3.73,3.15,40.59
07/12/2020 ,19,41300,18233,19284,3434,40589.77,17537.21,19350.58,3362,3.73,3.15,51.2
07/12/2020 ,20,39955,17963,18310,3338,39827.58,17533.1,18611.04,3344,3.73,3.15,73.96
07/12/2020 ,21,38080,17153,17341,3252,38333.87,16873.75,17813.62,3315,3.73,3.15,49.66
07/12/2020 ,22,35836,16144,16276,3095,36334.27,16109.64,16715.75,3191,3.73,3.15,37.9
07/12/2020 ,23,32661,14704,14814,2835,33326.29,14795.49,15312.61,2912,3.73,3.15,31.38
07/12/2020 ,24,29682,13375,13430,2579,30111.07,13369.19,13823.92,2614,3.73,3.15,28.11
07/13/2020 ,1,27453,12440,12323,2401,27472.37,12564.41,12217.55,2405,3.73,3.15,24.49
07/13/2020 ,2,25800,11761,11498,2258,25804.65,11866.53,11379.42,2278,3.73,3.15,23.56
07/13/2020 ,3,24665,11265,10934,2187,24722.01,11444.58,10814.07,2185,3.73,3.15,21.84
07/13/2020 ,4,24111,11053,10649,2131,24053.22,11155.46,10497.66,2123,3.73,3.15,20.25
07/13/2020 ,5,24392,11265,10722,2129,24170.39,11211.45,10526.2,2155,3.73,3.15,21.8
07/13/2020 ,6,25342,11816,11052,2197,25102.83,11630.6,10935.57,2257,3.73,3.15,22.85
07/13/2020 ,7,26553,12486,11492,2296,26271.43,12201.31,11390.31,2400,3.73,3.15,23.82
07/13/2020 ,8,27913,13055,12206,2370,27685.03,12752.22,12156.74,2488,3.73,3.15,18.86
07/13/2020 ,9,28980,13239,13008,2443,28578.71,12921.51,12838.31,2527,3.73,3.15,17
07/13/2020 ,10,30077,13354,13943,2482,29547.03,12996.91,13740.74,2512,3.73,3.15,17.78
07/13/2020 ,11,31265,13506,14938,2515,30651.86,13234.96,14588.11,2521,3.73,3.15,19.9
07/13/2020 ,12,32519,13620,16025,2562,31882.89,13546.31,15475.99,2546,3.73,3.15,23.15
07/13/2020 ,13,34208,14125,17115,2651,33372.34,14038.43,16365.17,2647,3.73,3.15,26.93
07/13/2020 ,14,35946,14801,18053,2765,35197.48,14790.73,17333.72,2744,3.73,3.15,26.34
07/13/2020 ,15,37457,15431,18812,2874,37027.7,15533.2,18316.47,2846,3.73,3.15,26.38
07/13/2020 ,16,38784,16024,19407,3012,38624.41,16349.34,18978.01,2967,3.73,3.15,30
07/13/2020 ,17,39370,16444,19476,3110,39806.99,17056.37,19345.24,3077,3.73,3.15,31.55
07/13/2020 ,18,39777,16985,19233,3218,40608.4,17707.23,19352.15,3217,3.73,3.15,35.83
07/13/2020 ,19,39138,17008,18582,3210,40590.2,18083.67,18920.2,3253,3.73,3.15,47.86
07/13/2020 ,20,37494,16639,17423,3101,39487.28,17957.23,18007.42,3192,3.73,3.15,70.71
07/13/2020 ,21,35762,15926,16494,3021,37976.74,17256.02,17235.82,3164,3.73,3.15,49.13
07/13/2020 ,22,33885,15114,15586,2877,35976.03,16429.72,16208.41,3026,3.73,3.15,38.01
07/13/2020 ,23,31011,13817,14283,2614,32781.2,15041.66,14681.63,2758,3.73,3.15,28.87
07/13/2020 ,24,28387,12698,13017,2384,29593.35,13589.04,13210.56,2503,3.73,3.15,27.05
07/14/2020 ,1,26378,11879,11974,2245,26908.72,12143.84,12121.2,2360,3.71,3.32,24.87
07/14/2020 ,2,24879,11250,11217,2137,25236.56,11449.9,11291.88,2217,3.71,3.32,25.45
07/14/2020 ,3,23930,10900,10704,2055,24090.51,10983.37,10721.91,2111,3.71,3.32,24.06
07/14/2020 ,4,23724,10976,10464,2015,23471.04,10714.59,10413.64,2070,3.71,3.32,23.38
07/14/2020 ,5,23890,11063,10530,2030,23579.82,10752.44,10470.96,2085,3.71,3.32,23.41
07/14/2020 ,6,24616,11405,10834,2108,24472.76,11126.56,10895.01,2181,3.71,3.32,24.94
07/14/2020 ,7,25364,11774,11123,2193,25505.1,11643.31,11271.86,2319,3.71,3.32,26.39
07/14/2020 ,8,26145,12021,11591,2253,26387.77,11965.61,11708.63,2443,3.71,3.32,21.54
07/14/2020 ,9,26879,12200,12114,2281,26834.15,11880.92,12163.26,2500,3.71,3.32,17.11
07/14/2020 ,10,27824,12591,12683,2262,27361.57,11901.49,12696.64,2465,3.71,3.32,17.1
07/14/2020 ,11,28422,12618,13268,2243,27896.97,11923.2,13276.09,2392,3.71,3.32,18.72
07/14/2020 ,12,29253,12731,13979,2245,28692.97,12134.99,13907,2339,3.71,3.32,21.09
07/14/2020 ,13,30305,12898,14809,2291,29995.26,12586.72,14672.91,2416,3.71,3.32,23.57
07/14/2020 ,14,31711,13348,15669,2376,31592.46,13257.21,15536.52,2474,3.71,3.32,25.04
07/14/2020 ,15,33417,14150,16463,2481,33255.54,13999.62,16346.15,2581,3.71,3.32,26.91
07/14/2020 ,16,34938,14917,17101,2595,34865.93,14841.68,17029.13,2663,3.71,3.32,27.87
07/14/2020 ,17,35916,15474,17405,2710,36328.85,15686.83,17493.34,2813,3.71,3.32,31.7
07/14/2020 ,18,36827,16179,17465,2856,37274.33,16456.97,17502.15,2983,3.71,3.32,33.24
07/14/2020 ,19,36805,16610,16979,2891,37750.44,16990.94,17313.09,3115,3.71,3.32,43.83
07/14/2020 ,20,35693,16456,16065,2854,36921.12,16958.42,16575.17,3059,3.71,3.32,67.06
07/14/2020 ,21,34401,15901,15374,2819,35725.35,16403.4,15970.47,3032,3.71,3.32,46.18
07/14/2020 ,22,32629,15132,14512,2690,34130.54,15720.5,15182.16,2920,3.71,3.32,35.79
07/14/2020 ,23,30076,13994,13322,2476,31338.86,14423.89,13931.35,2686,3.71,3.32,27.89
07/14/2020 ,24,27841,13069,12211,2283,28592.61,13199.21,12663.84,2442,3.71,3.32,26.12
07/15/2020 ,1,26198,12399,11364,2162,26056.67,12044.7,11456.72,2281,3.63,3,22.33
07/15/2020 ,2,24949,11890,10741,2048,24514.04,11357.78,10718.97,2167,3.63,3,22.01
07/15/2020 ,3,24242,11680,10325,1972,23467.64,10890.68,10235.97,2073,3.63,3,21.52
07/15/2020 ,4,23898,11553,10143,1939,22922.34,10656.65,9979.91,2020,3.63,3,21.24
07/15/2020 ,5,24057,11623,10210,1961,22959.19,10672.92,10011.13,2011,3.63,3,21.81
07/15/2020 ,6,24838,11986,10546,2041,23728.76,10990.57,10393.08,2079,3.63,3,23.17
07/15/2020 ,7,25568,12349,10837,2112,24599.71,11379.25,10780.96,2170,3.63,3,25.03
07/15/2020 ,8,26176,12582,11189,2135,25461.96,11698.68,11251.97,2237,3.63,3,18.78
07/15/2020 ,9,26455,12601,11482,2101,25560.16,11523.48,11565.48,2199,3.63,3,15.05
07/15/2020 ,10,26673,12537,11814,2045,25859.98,11506.91,11936.09,2137,3.63,3,15.57
07/15/2020 ,11,27353,12631,12414,2020,26378.69,11607.92,12394.64,2088,3.63,3,16.66
07/15/2020 ,12,28307,12823,13146,2039,27261.18,11912.55,12970.68,2084,3.63,3,19.13
07/15/2020 ,13,29443,13161,13882,2093,28485.92,12402.48,13643.57,2143,3.63,3,23.16
07/15/2020 ,14,30873,13640,14750,2168,30136.49,13095.35,14502.71,2233,3.63,3,24.67
07/15/2020 ,15,32319,14195,15513,2283,31883.57,13881.08,15363.26,2317,3.63,3,25.9
07/15/2020 ,16,33770,14865,16152,2419,33647.57,14727.16,16140.39,2457,3.63,3,26.73
07/15/2020 ,17,34987,15547,16515,2590,35107.95,15532.11,16668.5,2584,3.63,3,29.84
07/15/2020 ,18,36018,16292,16623,2769,36384.66,16407.88,16845.96,2802,3.63,3,33.51
07/15/2020 ,19,36108,16707,16242,2829,36648.87,16863.17,16564.66,2895,3.63,3,41.18
07/15/2020 ,20,35113,16522,15462,2806,35770.96,16705.04,15852.4,2893,3.63,3,60.08
07/15/2020 ,21,33982,16016,14880,2775,34590.53,16053.82,15347.13,2879,3.63,3,41.05
07/15/2020 ,22,32332,15241,14134,2657,33082.83,15380.29,14629.39,2773,3.63,3,32.05
07/15/2020 ,23,29821,14035,13054,2442,30353.79,14045.23,13471.18,2547,3.63,3,27.55
07/15/2020 ,24,27453,12915,12013,2245,27721.21,12803.21,12317.55,2318,3.63,3,24.48
07/16/2020 ,1,25630,12066,11172,2122,26071.82,12207.63,11422.31,2168,3.43,2.94,22.71
07/16/2020 ,2,24281,11442,10562,2011,24637.17,11591.17,10715.67,2060,3.43,2.94,21.87
07/16/2020 ,3,23347,10987,10154,1943,23632.68,11167.73,10215.8,1982,3.43,2.94,19.7
07/16/2020 ,4,22942,10800,9967,1914,23084.04,10938.34,9950.09,1931,3.43,2.94,19.58
07/16/2020 ,5,23138,10881,10046,1950,23135.58,10951.66,9980.4,1938,3.43,2.94,20.59
07/16/2020 ,6,23923,11249,10361,2051,23942.16,11286.28,10358.71,2029,3.43,2.94,22.15
07/16/2020 ,7,24742,11691,10656,2129,24747.01,11603.45,10763.89,2106,3.43,2.94,23.71
07/16/2020 ,8,25785,12203,11102,2207,25767.18,11962.06,11372.38,2160,3.43,2.94,18.87
07/16/2020 ,9,26417,12397,11570,2169,26395.95,12217.31,11734.83,2164,3.43,2.94,13.34
07/16/2020 ,10,26630,12359,11938,2042,26769.07,12228.95,12149.82,2107,3.43,2.94,14
07/16/2020 ,11,27070,12432,12354,1984,27287.13,12283.74,12652.13,2063,3.43,2.94,15.38
07/16/2020 ,12,27753,12552,12912,1981,27932.2,12320.27,13260.54,2058,3.43,2.94,17.4
07/16/2020 ,13,28919,12834,13738,2032,28976.62,12634.94,13934.79,2105,3.43,2.94,20.13
07/16/2020 ,14,30469,13442,14586,2119,30573.48,13248.61,14821.62,2189,3.43,2.94,22.36
07/16/2020 ,15,32112,14119,15434,2230,32235.22,13900.22,15713.28,2302,3.43,2.94,24.8
07/16/2020 ,16,33491,14686,16101,2373,33890.29,14659.47,16491.59,2417,3.43,2.94,25.84
07/16/2020 ,17,34773,15408,16525,2507,35332.45,15499.61,16951.03,2557,3.43,2.94,28.79
07/16/2020 ,18,35762,16061,16693,2676,36323.66,16157.01,17084.47,2758,3.43,2.94,31.74
07/16/2020 ,19,35857,16391,16390,2747,36683.55,16652.19,16847.12,2862,3.43,2.94,41.37
07/16/2020 ,20,34967,16234,15674,2739,35924.95,16619.74,16126.64,2863,3.43,2.94,55.93
07/16/2020 ,21,33954,15789,15122,2735,34931.86,16144.6,15621.15,2860,3.43,2.94,40.66
07/16/2020 ,22,32366,15096,14348,2626,33470.41,15519.66,14889.51,2764,3.43,2.94,31.05
07/16/2020 ,23,29887,13938,13245,2417,30907.61,14349.02,13722.35,2550,3.43,2.94,26.13
07/16/2020 ,24,27475,12832,12139,2224,28400.97,13262.23,12534.57,2325,3.43,2.94,22.74
07/17/2020 ,1,25651,12034,11229,2115,26401.45,12286.57,11621.59,2222.96,3.51,2.98,21.09
07/17/2020 ,2,24346,11475,10580,2024,24922.01,11628.84,10918.19,2108.59,3.51,2.98,21.88
07/17/2020 ,3,23359,11032,10129,1935,23849,11128.69,10428.09,2028.43,3.51,2.98,19.8
07/17/2020 ,4,22947,10845,9933,1907,23300.67,10877.55,10183.69,1976.11,3.51,2.98,19.51
07/17/2020 ,5,23175,10944,10039,1931,23377.96,10902.05,10220.75,1991.78,3.51,2.98,20.7
07/17/2020 ,6,23898,11305,10314,2017,24129.04,11206.37,10593.97,2064.22,3.51,2.98,23.47
07/17/2020 ,7,24658,11760,10531,2101,24892.87,11519.46,10960.35,2145.04,3.51,2.98,25.05
07/17/2020 ,8,25692,12256,10976,2187,25887.04,11878.13,11517.91,2219.19,3.51,2.98,20.73
07/17/2020 ,9,26594,12426,11702,2184,26387.52,11985.09,11887.57,2242.16,3.51,2.98,13.7
07/17/2020 ,10,26887,12393,12107,2097,26668.44,11939.44,12253.69,2199.94,3.51,2.98,14.1
07/17/2020 ,11,27348,12450,12584,2021,27324.59,12005.46,12871.58,2162.29,3.51,2.98,15.08
07/17/2020 ,12,27872,12554,12973,2051,28220.37,12210.63,13578.62,2136.85,3.51,2.98,17.69
07/17/2020 ,13,28352,12667,13332,2055,29279.06,12475.63,14301.65,2200.89,3.51,2.98,21.04
07/17/2020 ,14,30546,13188,14865,2176,30906.72,13057.75,15243.6,2300.73,3.51,2.98,22.31
07/17/2020 ,15,32096,13784,15708,2282,32548.16,13762.78,16060.47,2409.43,3.51,2.98,24.51
07/17/2020 ,16,33657,14535,16366,2428,34219.41,14519.6,16833.02,2544,3.51,2.98,24.87
07/17/2020 ,17,34937,15244,16778,2586,35586.22,15338.47,17245.04,2677.74,3.51,2.98,25.12
07/17/2020 ,18,35931,15939,16894,2769,36480.67,15995.23,17295.94,2864.65,3.51,2.98,28.69
07/17/2020 ,19,36005,16345,16501,2833,36638.09,16394.82,16987.05,2935.46,3.51,2.98,33.56
07/17/2020 ,20,35052,16194,15734,2805,35663.22,16241.95,16185.18,2920.62,3.51,2.98,46.38
07/17/2020 ,21,33889,15688,15114,2778,34611.39,15710.06,15661.38,2934.37,3.51,2.98,37.24
07/17/2020 ,22,32344,15056,14318,2674,33354.04,15168.5,15041.56,2847.3,3.51,2.98,28.95
07/17/2020 ,23,29994,13999,13220,2487,31003.79,14074.04,13977.87,2663.55,3.51,2.98,24.64
07/17/2020 ,24,27659,12940,12147,2291,28601.01,12996.29,12876.63,2447.56,3.51,2.98,22.96
07/18/2020 ,1,25869,12104,11330,2162,26271.43,12091.85,11614.07,2289.47,3.43,2.86,21.22
07/18/2020 ,2,24443,11483,10646,2046,24717.27,11456.72,10844.29,2147.15,3.43,2.86,21.96
07/18/2020 ,3,23376,11014,10149,1948,23552,10949.6,10280.97,2055.6,3.43,2.86,21.58
07/18/2020 ,4,22738,10729,9847,1899,22823.83,10644.46,9930.75,1984.45,3.43,2.86,21.51
07/18/2020 ,5,22539,10665,9726,1888,22601.52,10570.64,9804.29,1962.32,3.43,2.86,21.5
07/18/2020 ,6,22580,10755,9668,1897,22743.7,10686.6,9834.2,1959.12,3.43,2.86,21.49
07/18/2020 ,7,22646,10930,9544,1910,22598.19,10736.87,9681.55,1914.59,3.43,2.86,21.96
07/18/2020 ,8,23119,11175,9733,1942,22973.62,10794.94,9970.75,1936.64,3.43,2.86,14.63
07/18/2020 ,9,23656,11175,10283,1920,23424.85,10827.1,10355.59,1963.58,3.43,2.86,9.43
07/18/2020 ,10,24078,11184,10793,1815,23882.22,10838.13,10814.01,1942.5,3.43,2.86,11.05
07/18/2020 ,11,24761,11335,11370,1760,24607.58,10951.18,11437.69,1924.24,3.43,2.86,12.5
07/18/2020 ,12,25732,11627,11997,1804,25554.04,11229.83,12101.94,1920.14,3.43,2.86,14.64
07/18/2020 ,13,27000,11919,12879,1889,26802.51,11677.63,12827,1989.68,3.43,2.86,19.78
07/18/2020 ,14,28636,12519,13804,1992,28293.88,12282.78,13634.42,2064.22,3.43,2.86,21.11
07/18/2020 ,15,30534,13390,14713,2102,30012.08,13007.69,14460.62,2223.86,3.43,2.86,24.53
07/18/2020 ,16,32506,14364,15527,2283,31758.79,13841.99,15272.46,2321.12,3.43,2.86,25.35
07/18/2020 ,17,34344,15403,16123,2484,33384.93,14692.09,15870.28,2496.4,3.43,2.86,24.95
07/18/2020 ,18,35763,16266,16460,2703,34617.83,15487.83,16088.09,2715.12,3.43,2.86,28.75
07/18/2020 ,19,36124,16688,16287,2817,35124.69,15999.06,15925.74,2875.26,3.43,2.86,38.63
07/18/2020 ,20,35108,16451,15530,2805,34283.46,15919.58,15166.95,2880.7,3.43,2.86,58.21
07/18/2020 ,21,33782,15870,14835,2767,33309.04,15381.58,14737.74,2882.59,3.43,2.86,35.85
07/18/2020 ,22,32048,15108,14005,2638,32112.13,14866.68,14144.1,2804.39,3.43,2.86,27.69
07/18/2020 ,23,29675,13970,12945,2474,30004.13,13885.21,13199.69,2630.9,3.43,2.86,23.67
07/18/2020 ,24,27406,12924,11899,2304,27765.61,12857.88,12195.53,2429.71,3.43,2.86,22.11
07/19/2020 ,1,25622,12184,11029,2137,25634.58,11725.86,11364.3,2267.89,3.43,2.86,22.86
07/19/2020 ,2,24224,11595,10354,2008,24021.19,10981.77,10629,2139.37,3.43,2.86,22.87
07/19/2020 ,3,23055,11018,9854,1920,22854.72,10476.46,10068.64,2041.18,3.43,2.86,22.54
07/19/2020 ,4,22376,10709,9523,1884,22087.71,10169.41,9682.46,1968.86,3.43,2.86,21.94
07/19/2020 ,5,22065,10574,9351,1881,21679.59,10011.7,9474.25,1928.86,3.43,2.86,22.73
07/19/2020 ,6,21906,10582,9215,1850,21521.52,10010.69,9319.79,1926.74,3.43,2.86,23.11
07/19/2020 ,7,21722,10602,9014,1844,21048.52,9903.55,9041.52,1837.75,3.43,2.86,21.56
07/19/2020 ,8,21919,10649,9157,1848,21243.54,9886.73,9240.26,1844.15,3.43,2.86,10.18
07/19/2020 ,9,22248,10635,9579,1767,21761.42,9978.07,9642.88,1859.59,3.43,2.86,5.55
07/19/2020 ,10,22674,10656,10054,1689,22386.7,10070.91,10183.07,1845.04,3.43,2.86,8.33
07/19/2020 ,11,23462,10774,10713,1686,23314.84,10238.7,10920.41,1866.83,3.43,2.86,11.6
07/19/2020 ,12,24530,11065,11431,1734,24540.59,10584.05,11778.86,1887.55,3.43,2.86,14.37
